y_pred,y_true,abs_error,squared_error,smape,dataset,scenario,horizon
25.956192,21.999998,3.956194,15.65147,16.499199,disease,weather,3
24.867558,21.999998,2.8675594,8.222898,12.236864,disease,weather,3
29.40885,29.0,0.40884972,0.1671581,1.399958,disease,weather,3
31.059725,32.0,0.9402752,0.8841174,2.9821734,disease,weather,3
32.8255,32.0,0.8255005,0.6814511,2.5468388,disease,weather,3
30.180231,31.0,0.8197689,0.67202103,2.6798491,disease,weather,3
28.588333,27.999998,0.58833504,0.34613812,2.079351,disease,weather,3
25.367935,15.999999,9.367936,87.758224,45.29081,disease,weather,3
25.684885,26.0,0.31511497,0.09929745,1.2193699,disease,weather,3
27.656532,35.0,7.3434677,53.926517,23.44039,disease,weather,3
26.428446,33.0,6.571554,43.185326,22.115854,disease,weather,3
23.759697,21.999998,1.7596989,3.0965402,7.691042,disease,weather,3
23.512661,29.0,5.487339,30.11089,20.899109,disease,weather,3
24.798525,34.0,9.201475,84.667145,31.29832,disease,weather,3
21.055082,25.0,3.9449177,15.562375,17.131302,disease,weather,3
22.788984,30.0,7.2110157,51.99875,27.320152,disease,weather,3
26.799809,33.0,6.2001915,38.442375,20.736494,disease,weather,3
26.98494,30.0,3.0150604,9.09059,10.581955,disease,weather,3
29.979528,27.999998,1.9795303,3.9185402,6.8283772,disease,weather,3
29.480434,32.0,2.5195656,6.348211,8.196317,disease,weather,3
26.644081,41.0,14.355919,206.0924,42.445454,disease,weather,3
24.609163,26.0,1.3908367,1.9344268,5.496383,disease,weather,3
27.319187,26.999998,0.31918907,0.10188166,1.1752352,disease,weather,3
31.279036,42.0,10.720964,114.93908,29.260658,disease,weather,3
28.332424,35.0,6.667576,44.456566,21.055803,disease,weather,3
27.49981,34.0,6.5001907,42.25248,21.138897,disease,weather,3
32.402634,33.0,0.59736633,0.35684654,1.8267348,disease,weather,3
29.801525,38.0,8.198475,67.21499,24.183746,disease,weather,3
31.33796,24.0,7.3379593,53.845646,26.520527,disease,weather,3
30.142387,25.0,5.1423874,26.444149,18.651304,disease,weather,3
